Episode,Reward,Penalties,State,Hashed_State,value
60,3,45,"{""en_peligro"": 0, ""flashlight"": 1, ""foxy_en_pasillo"": 0, ""hallway"": 1, ""last_action"": 1, ""left_vent"": 1, ""num_camera"": 0, ""open_monitor"": 0, ""puppet_sin_tiempo"": 1, ""put_mask"": 0, ""right_vent"": 1}",29,-3.866420658327287
60,-5,46,"{""en_peligro"": 0, ""flashlight"": 1, ""foxy_en_pasillo"": 0, ""hallway"": 1, ""last_action"": 4, ""left_vent"": 1, ""num_camera"": 11, ""open_monitor"": 1, ""puppet_sin_tiempo"": 0, ""put_mask"": 0, ""right_vent"": 1}",10,-6.699127611911663
60,3,46,"{""en_peligro"": 0, ""flashlight"": 0, ""foxy_en_pasillo"": 0, ""hallway"": 0, ""last_action"": 3, ""left_vent"": 0, ""num_camera"": 0, ""open_monitor"": 0, ""puppet_sin_tiempo"": 0, ""put_mask"": 1, ""right_vent"": 1}",6,0.3755874106998482
60,-5,47,"{""en_peligro"": 0, ""flashlight"": 0, ""foxy_en_pasillo"": 0, ""hallway"": 0, ""last_action"": 1, ""left_vent"": 0, ""num_camera"": 11, ""open_monitor"": 1, ""puppet_sin_tiempo"": 0, ""put_mask"": 0, ""right_vent"": 1}",36,-1.9018927838023876
60,-5,48,"{""en_peligro"": 0, ""flashlight"": 1, ""foxy_en_pasillo"": 0, ""hallway"": 1, ""last_action"": 3, ""left_vent"": 1, ""num_camera"": 6, ""open_monitor"": 1, ""puppet_sin_tiempo"": 0, ""put_mask"": 0, ""right_vent"": 1}",31,-1.4175197253338787
60,-5,49,"{""en_peligro"": 0, ""flashlight"": 0, ""foxy_en_pasillo"": 0, ""hallway"": 0, ""last_action"": 0, ""left_vent"": 0, ""num_camera"": 0, ""open_monitor"": 0, ""puppet_sin_tiempo"": 0, ""put_mask"": 1, ""right_vent"": 1}",25,0.30771174406418256
60,3,49,"{""en_peligro"": 0, ""flashlight"": 1, ""foxy_en_pasillo"": 0, ""hallway"": 1, ""last_action"": 1, ""left_vent"": 1, ""num_camera"": 0, ""open_monitor"": 0, ""puppet_sin_tiempo"": 0, ""put_mask"": 0, ""right_vent"": 1}",30,6.119028265037075
60,-5,50,"{""en_peligro"": 0, ""flashlight"": 1, ""foxy_en_pasillo"": 0, ""hallway"": 1, ""last_action"": 2, ""left_vent"": 1, ""num_camera"": 11, ""open_monitor"": 1, ""puppet_sin_tiempo"": 0, ""put_mask"": 0, ""right_vent"": 1}",27,-10.384842595887275
60,3,50,"{""en_peligro"": 0, ""flashlight"": 1, ""foxy_en_pasillo"": 0, ""hallway"": 1, ""last_action"": 3, ""left_vent"": 1, ""num_camera"": 0, ""open_monitor"": 0, ""puppet_sin_tiempo"": 0, ""put_mask"": 0, ""right_vent"": 1}",30,6.174267134435593
60,3,50,"{""en_peligro"": 0, ""flashlight"": 1, ""foxy_en_pasillo"": 0, ""hallway"": 1, ""last_action"": 2, ""left_vent"": 1, ""num_camera"": 11, ""open_monitor"": 1, ""puppet_sin_tiempo"": 0, ""put_mask"": 0, ""right_vent"": 1}",28,4.828256568784776
60,3,50,"{""en_peligro"": 0, ""flashlight"": 1, ""foxy_en_pasillo"": 0, ""hallway"": 1, ""last_action"": 3, ""left_vent"": 1, ""num_camera"": 11, ""open_monitor"": 1, ""puppet_sin_tiempo"": 0, ""put_mask"": 0, ""right_vent"": 1}",30,6.227296449058169
60,3,50,"{""en_peligro"": 0, ""flashlight"": 1, ""foxy_en_pasillo"": 0, ""hallway"": 1, ""last_action"": 3, ""left_vent"": 1, ""num_camera"": 11, ""open_monitor"": 1, ""puppet_sin_tiempo"": 0, ""put_mask"": 0, ""right_vent"": 1}",13,-6.302010603351409
60,3,50,"{""en_peligro"": 0, ""flashlight"": 1, ""foxy_en_pasillo"": 0, ""hallway"": 1, ""last_action"": 3, ""left_vent"": 1, ""num_camera"": 11, ""open_monitor"": 1, ""puppet_sin_tiempo"": 0, ""put_mask"": 0, ""right_vent"": 1}",13,-5.749930179217353
60,-10,50,"{""en_peligro"": 0, ""flashlight"": 1, ""foxy_en_pasillo"": 0, ""hallway"": 1, ""last_action"": 3, ""left_vent"": 1, ""num_camera"": 11, ""open_monitor"": 1, ""puppet_sin_tiempo"": 0, ""put_mask"": 0, ""right_vent"": 1}",13,-6.519932972048659
60,-10,50,"{""en_peligro"": 0, ""flashlight"": 1, ""foxy_en_pasillo"": 0, ""hallway"": 1, ""last_action"": 3, ""left_vent"": 1, ""num_camera"": 11, ""open_monitor"": 1, ""puppet_sin_tiempo"": 1, ""put_mask"": 0, ""right_vent"": 1}",13,-7.259135653166712
60,-10,50,"{""en_peligro"": 0, ""flashlight"": 1, ""foxy_en_pasillo"": 0, ""hallway"": 1, ""last_action"": 3, ""left_vent"": 1, ""num_camera"": 11, ""open_monitor"": 1, ""puppet_sin_tiempo"": 1, ""put_mask"": 0, ""right_vent"": 1}",38,-11.488550636921504
60,3,50,"{""en_peligro"": 0, ""flashlight"": 1, ""foxy_en_pasillo"": 0, ""hallway"": 1, ""last_action"": 3, ""left_vent"": 1, ""num_camera"": 0, ""open_monitor"": 0, ""puppet_sin_tiempo"": 1, ""put_mask"": 0, ""right_vent"": 1}",38,-12.96515605648017
60,3,50,"{""en_peligro"": 0, ""flashlight"": 1, ""foxy_en_pasillo"": 0, ""hallway"": 1, ""last_action"": 4, ""left_vent"": 1, ""num_camera"": 0, ""open_monitor"": 0, ""puppet_sin_tiempo"": 1, ""put_mask"": 0, ""right_vent"": 1}",7,-5.729250398751964
60,-5,51,"{""en_peligro"": 0, ""flashlight"": 1, ""foxy_en_pasillo"": 0, ""hallway"": 1, ""last_action"": 5, ""left_vent"": 1, ""num_camera"": 0, ""open_monitor"": 0, ""puppet_sin_tiempo"": 1, ""put_mask"": 0, ""right_vent"": 1}",37,-9.422856554975692
60,6,51,"{""en_peligro"": 1, ""flashlight"": 1, ""foxy_en_pasillo"": 0, ""hallway"": 1, ""last_action"": 5, ""left_vent"": 1, ""num_camera"": 0, ""open_monitor"": 0, ""puppet_sin_tiempo"": 1, ""put_mask"": 0, ""right_vent"": 1}",15,2.790820949781796
60,6,51,"{""en_peligro"": 1, ""flashlight"": 0, ""foxy_en_pasillo"": 0, ""hallway"": 0, ""last_action"": 5, ""left_vent"": 0, ""num_camera"": 0, ""open_monitor"": 0, ""puppet_sin_tiempo"": 1, ""put_mask"": 1, ""right_vent"": 1}",31,-0.7608189363205237
60,6,51,"{""en_peligro"": 1, ""flashlight"": 0, ""foxy_en_pasillo"": 0, ""hallway"": 0, ""last_action"": 1, ""left_vent"": 0, ""num_camera"": 0, ""open_monitor"": 0, ""puppet_sin_tiempo"": 1, ""put_mask"": 1, ""right_vent"": 1}",0,0.040659032142592366
60,-5,52,"{""en_peligro"": 1, ""flashlight"": 0, ""foxy_en_pasillo"": 0, ""hallway"": 0, ""last_action"": 1, ""left_vent"": 0, ""num_camera"": 0, ""open_monitor"": 0, ""puppet_sin_tiempo"": 1, ""put_mask"": 1, ""right_vent"": 1}",36,2.6321586635064738
60,-5,53,"{""en_peligro"": 1, ""flashlight"": 0, ""foxy_en_pasillo"": 0, ""hallway"": 0, ""last_action"": 1, ""left_vent"": 0, ""num_camera"": 11, ""open_monitor"": 1, ""puppet_sin_tiempo"": 1, ""put_mask"": 0, ""right_vent"": 1}",36,2.0268723169662146
60,6,53,"{""en_peligro"": 1, ""flashlight"": 0, ""foxy_en_pasillo"": 0, ""hallway"": 0, ""last_action"": 3, ""left_vent"": 0, ""num_camera"": 11, ""open_monitor"": 1, ""puppet_sin_tiempo"": 1, ""put_mask"": 0, ""right_vent"": 1}",10,-5.831162507435197
60,-5,54,"{""en_peligro"": 1, ""flashlight"": 0, ""foxy_en_pasillo"": 0, ""hallway"": 0, ""last_action"": 3, ""left_vent"": 0, ""num_camera"": 0, ""open_monitor"": 0, ""puppet_sin_tiempo"": 0, ""put_mask"": 1, ""right_vent"": 1}",6,-0.13943608572814575
60,6,54,"{""en_peligro"": 1, ""flashlight"": 0, ""foxy_en_pasillo"": 0, ""hallway"": 0, ""last_action"": 1, ""left_vent"": 0, ""num_camera"": 11, ""open_monitor"": 1, ""puppet_sin_tiempo"": 0, ""put_mask"": 0, ""right_vent"": 1}",0,0.6390326708568888
60,6,54,"{""en_peligro"": 1, ""flashlight"": 0, ""foxy_en_pasillo"": 0, ""hallway"": 0, ""last_action"": 3, ""left_vent"": 0, ""num_camera"": 0, ""open_monitor"": 0, ""puppet_sin_tiempo"": 0, ""put_mask"": 1, ""right_vent"": 1}",31,-0.13038617886770276
60,6,54,"{""en_peligro"": 1, ""flashlight"": 0, ""foxy_en_pasillo"": 0, ""hallway"": 0, ""last_action"": 1, ""left_vent"": 0, ""num_camera"": 0, ""open_monitor"": 0, ""puppet_sin_tiempo"": 0, ""put_mask"": 1, ""right_vent"": 1}",0,1.2134713640226134
60,6,54,"{""en_peligro"": 1, ""flashlight"": 0, ""foxy_en_pasillo"": 0, ""hallway"": 0, ""last_action"": 1, ""left_vent"": 0, ""num_camera"": 0, ""open_monitor"": 0, ""puppet_sin_tiempo"": 0, ""put_mask"": 1, ""right_vent"": 1}",15,3.2791881117905244
60,-5,55,"{""en_peligro"": 1, ""flashlight"": 0, ""foxy_en_pasillo"": 0, ""hallway"": 0, ""last_action"": 1, ""left_vent"": 0, ""num_camera"": 0, ""open_monitor"": 0, ""puppet_sin_tiempo"": 0, ""put_mask"": 1, ""right_vent"": 1}",15,-2.949339837142571
60,6,55,"{""en_peligro"": 1, ""flashlight"": 1, ""foxy_en_pasillo"": 0, ""hallway"": 1, ""last_action"": 1, ""left_vent"": 1, ""num_camera"": 0, ""open_monitor"": 0, ""puppet_sin_tiempo"": 0, ""put_mask"": 0, ""right_vent"": 1}",15,3.7480205873189036
60,-5,56,"{""en_peligro"": 1, ""flashlight"": 0, ""foxy_en_pasillo"": 0, ""hallway"": 0, ""last_action"": 2, ""left_vent"": 0, ""num_camera"": 0, ""open_monitor"": 0, ""puppet_sin_tiempo"": 0, ""put_mask"": 1, ""right_vent"": 1}",20,-5.093133513245675
60,6,56,"{""en_peligro"": 1, ""flashlight"": 0, ""foxy_en_pasillo"": 0, ""hallway"": 0, ""last_action"": 1, ""left_vent"": 0, ""num_camera"": 11, ""open_monitor"": 1, ""puppet_sin_tiempo"": 0, ""put_mask"": 0, ""right_vent"": 1}",33,9.356345063142674
60,6,56,"{""en_peligro"": 1, ""flashlight"": 0, ""foxy_en_pasillo"": 0, ""hallway"": 0, ""last_action"": 3, ""left_vent"": 0, ""num_camera"": 0, ""open_monitor"": 0, ""puppet_sin_tiempo"": 0, ""put_mask"": 1, ""right_vent"": 1}",31,0.47482926828700545
60,6,56,"{""en_peligro"": 1, ""flashlight"": 0, ""foxy_en_pasillo"": 0, ""hallway"": 0, ""last_action"": 1, ""left_vent"": 0, ""num_camera"": 0, ""open_monitor"": 0, ""puppet_sin_tiempo"": 0, ""put_mask"": 1, ""right_vent"": 1}",0,1.7649325094617088
60,6,56,"{""en_peligro"": 1, ""flashlight"": 0, ""foxy_en_pasillo"": 0, ""hallway"": 0, ""last_action"": 1, ""left_vent"": 0, ""num_camera"": 0, ""open_monitor"": 0, ""puppet_sin_tiempo"": 0, ""put_mask"": 1, ""right_vent"": 1}",15,4.198099763826147
60,6,56,"{""en_peligro"": 1, ""flashlight"": 0, ""foxy_en_pasillo"": 0, ""hallway"": 0, ""last_action"": 1, ""left_vent"": 0, ""num_camera"": 0, ""open_monitor"": 0, ""puppet_sin_tiempo"": 0, ""put_mask"": 1, ""right_vent"": 1}",15,4.630175773273102
60,-5,57,"{""en_peligro"": 1, ""flashlight"": 0, ""foxy_en_pasillo"": 0, ""hallway"": 0, ""last_action"": 1, ""left_vent"": 0, ""num_camera"": 0, ""open_monitor"": 0, ""puppet_sin_tiempo"": 0, ""put_mask"": 1, ""right_vent"": 1}",15,-2.9329520216971674
60,6,57,"{""en_peligro"": 1, ""flashlight"": 1, ""foxy_en_pasillo"": 0, ""hallway"": 1, ""last_action"": 1, ""left_vent"": 1, ""num_camera"": 0, ""open_monitor"": 0, ""puppet_sin_tiempo"": 0, ""put_mask"": 0, ""right_vent"": 1}",15,5.044968742342178
60,-5,58,"{""en_peligro"": 1, ""flashlight"": 0, ""foxy_en_pasillo"": 0, ""hallway"": 0, ""last_action"": 4, ""left_vent"": 0, ""num_camera"": 0, ""open_monitor"": 0, ""puppet_sin_tiempo"": 0, ""put_mask"": 1, ""right_vent"": 1}",20,-5.389408172715848
60,6,58,"{""en_peligro"": 1, ""flashlight"": 0, ""foxy_en_pasillo"": 0, ""hallway"": 0, ""last_action"": 1, ""left_vent"": 0, ""num_camera"": 11, ""open_monitor"": 1, ""puppet_sin_tiempo"": 0, ""put_mask"": 0, ""right_vent"": 1}",10,-4.997916007137789
60,-5,59,"{""en_peligro"": 1, ""flashlight"": 0, ""foxy_en_pasillo"": 0, ""hallway"": 0, ""last_action"": 3, ""left_vent"": 0, ""num_camera"": 0, ""open_monitor"": 0, ""puppet_sin_tiempo"": 0, ""put_mask"": 1, ""right_vent"": 1}",31,-5.853787143951543
60,6,59,"{""en_peligro"": 1, ""flashlight"": 1, ""foxy_en_pasillo"": 0, ""hallway"": 1, ""last_action"": 1, ""left_vent"": 1, ""num_camera"": 1, ""open_monitor"": 1, ""puppet_sin_tiempo"": 0, ""put_mask"": 0, ""right_vent"": 1}",0,2.2943352090832407
60,-5,60,"{""en_peligro"": 1, ""flashlight"": 0, ""foxy_en_pasillo"": 0, ""hallway"": 0, ""last_action"": 0, ""left_vent"": 0, ""num_camera"": 0, ""open_monitor"": 0, ""puppet_sin_tiempo"": 0, ""put_mask"": 1, ""right_vent"": 1}",35,1.4619507207424973
60,-5,61,"{""en_peligro"": 1, ""flashlight"": 0, ""foxy_en_pasillo"": 0, ""hallway"": 0, ""last_action"": 1, ""left_vent"": 0, ""num_camera"": 11, ""open_monitor"": 1, ""puppet_sin_tiempo"": 0, ""put_mask"": 0, ""right_vent"": 1}",4,0.5681034117263526
60,6,61,"{""en_peligro"": 1, ""flashlight"": 1, ""foxy_en_pasillo"": 0, ""hallway"": 1, ""last_action"": 3, ""left_vent"": 1, ""num_camera"": 0, ""open_monitor"": 0, ""puppet_sin_tiempo"": 0, ""put_mask"": 0, ""right_vent"": 1}",31,1.0558360975555252
60,-5,62,"{""en_peligro"": 1, ""flashlight"": 0, ""foxy_en_pasillo"": 0, ""hallway"": 0, ""last_action"": 2, ""left_vent"": 0, ""num_camera"": 0, ""open_monitor"": 0, ""puppet_sin_tiempo"": 0, ""put_mask"": 1, ""right_vent"": 1}",19,7.597712113495
60,6,62,"{""en_peligro"": 1, ""flashlight"": 1, ""foxy_en_pasillo"": 0, ""hallway"": 1, ""last_action"": 1, ""left_vent"": 1, ""num_camera"": 0, ""open_monitor"": 0, ""puppet_sin_tiempo"": 0, ""put_mask"": 0, ""right_vent"": 1}",33,9.582091260616968
60,-5,63,"{""en_peligro"": 1, ""flashlight"": 0, ""foxy_en_pasillo"": 0, ""hallway"": 0, ""last_action"": 2, ""left_vent"": 0, ""num_camera"": 0, ""open_monitor"": 0, ""puppet_sin_tiempo"": 0, ""put_mask"": 1, ""right_vent"": 1}",20,-5.673831845807214
60,6,63,"{""en_peligro"": 1, ""flashlight"": 0, ""foxy_en_pasillo"": 0, ""hallway"": 0, ""last_action"": 1, ""left_vent"": 0, ""num_camera"": 11, ""open_monitor"": 1, ""puppet_sin_tiempo"": 0, ""put_mask"": 0, ""right_vent"": 1}",33,9.79880761019229
60,6,63,"{""en_peligro"": 1, ""flashlight"": 0, ""foxy_en_pasillo"": 0, ""hallway"": 0, ""last_action"": 3, ""left_vent"": 0, ""num_camera"": 0, ""open_monitor"": 0, ""puppet_sin_tiempo"": 0, ""put_mask"": 1, ""right_vent"": 1}",31,1.6136026536533041
60,6,63,"{""en_peligro"": 1, ""flashlight"": 0, ""foxy_en_pasillo"": 0, ""hallway"": 0, ""last_action"": 1, ""left_vent"": 0, ""num_camera"": 0, ""open_monitor"": 0, ""puppet_sin_tiempo"": 0, ""put_mask"": 1, ""right_vent"": 1}",0,2.8025618007199116
60,6,63,"{""en_peligro"": 1, ""flashlight"": 0, ""foxy_en_pasillo"": 0, ""hallway"": 0, ""last_action"": 1, ""left_vent"": 0, ""num_camera"": 0, ""open_monitor"": 0, ""puppet_sin_tiempo"": 0, ""put_mask"": 1, ""right_vent"": 1}",15,5.443169992648491
60,6,63,"{""en_peligro"": 1, ""flashlight"": 0, ""foxy_en_pasillo"": 0, ""hallway"": 0, ""last_action"": 1, ""left_vent"": 0, ""num_camera"": 0, ""open_monitor"": 0, ""puppet_sin_tiempo"": 0, ""put_mask"": 1, ""right_vent"": 1}",15,5.825443192942551
60,6,63,"{""en_peligro"": 1, ""flashlight"": 0, ""foxy_en_pasillo"": 0, ""hallway"": 0, ""last_action"": 1, ""left_vent"": 0, ""num_camera"": 0, ""open_monitor"": 0, ""puppet_sin_tiempo"": 0, ""put_mask"": 1, ""right_vent"": 1}",15,6.192425465224849
60,6,63,"{""en_peligro"": 1, ""flashlight"": 0, ""foxy_en_pasillo"": 0, ""hallway"": 0, ""last_action"": 1, ""left_vent"": 0, ""num_camera"": 0, ""open_monitor"": 0, ""puppet_sin_tiempo"": 0, ""put_mask"": 1, ""right_vent"": 1}",15,6.544728446615855
60,6,63,"{""en_peligro"": 1, ""flashlight"": 0, ""foxy_en_pasillo"": 0, ""hallway"": 0, ""last_action"": 1, ""left_vent"": 0, ""num_camera"": 0, ""open_monitor"": 0, ""puppet_sin_tiempo"": 0, ""put_mask"": 1, ""right_vent"": 1}",15,6.8829393087512205
60,6,63,"{""en_peligro"": 1, ""flashlight"": 0, ""foxy_en_pasillo"": 0, ""hallway"": 0, ""last_action"": 1, ""left_vent"": 0, ""num_camera"": 0, ""open_monitor"": 0, ""puppet_sin_tiempo"": 0, ""put_mask"": 1, ""right_vent"": 1}",15,7.2076217364011725
60,-5,64,"{""en_peligro"": 1, ""flashlight"": 0, ""foxy_en_pasillo"": 0, ""hallway"": 0, ""last_action"": 1, ""left_vent"": 0, ""num_camera"": 0, ""open_monitor"": 0, ""puppet_sin_tiempo"": 0, ""put_mask"": 1, ""right_vent"": 1}",15,6.419316866945126
60,-5,65,"{""en_peligro"": 0, ""flashlight"": 0, ""foxy_en_pasillo"": 0, ""hallway"": 0, ""last_action"": 1, ""left_vent"": 0, ""num_camera"": 0, ""open_monitor"": 0, ""puppet_sin_tiempo"": 0, ""put_mask"": 1, ""right_vent"": 1}",15,5.662544192267321
60,-5,66,"{""en_peligro"": 0, ""flashlight"": 0, ""foxy_en_pasillo"": 0, ""hallway"": 0, ""last_action"": 1, ""left_vent"": 0, ""num_camera"": 0, ""open_monitor"": 0, ""puppet_sin_tiempo"": 0, ""put_mask"": 1, ""right_vent"": 1}",37,-9.545942292776664
60,-5,67,"{""en_peligro"": 0, ""flashlight"": 1, ""foxy_en_pasillo"": 0, ""hallway"": 1, ""last_action"": 1, ""left_vent"": 1, ""num_camera"": 0, ""open_monitor"": 0, ""puppet_sin_tiempo"": 0, ""put_mask"": 0, ""right_vent"": 1}",37,-9.664104601065597
60,-5,68,"{""en_peligro"": 0, ""flashlight"": 1, ""foxy_en_pasillo"": 0, ""hallway"": 1, ""last_action"": 5, ""left_vent"": 1, ""num_camera"": 0, ""open_monitor"": 0, ""puppet_sin_tiempo"": 0, ""put_mask"": 0, ""right_vent"": 1}",27,-10.22921823824518
60,3,68,"{""en_peligro"": 0, ""flashlight"": 0, ""foxy_en_pasillo"": 0, ""hallway"": 0, ""last_action"": 5, ""left_vent"": 0, ""num_camera"": 0, ""open_monitor"": 0, ""puppet_sin_tiempo"": 0, ""put_mask"": 1, ""right_vent"": 1}",6,0.1661413577009801
60,3,68,"{""en_peligro"": 0, ""flashlight"": 0, ""foxy_en_pasillo"": 0, ""hallway"": 0, ""last_action"": 1, ""left_vent"": 0, ""num_camera"": 11, ""open_monitor"": 1, ""puppet_sin_tiempo"": 0, ""put_mask"": 0, ""right_vent"": 1}",28,4.935126306033385
60,-5,69,"{""en_peligro"": 0, ""flashlight"": 0, ""foxy_en_pasillo"": 0, ""hallway"": 0, ""last_action"": 3, ""left_vent"": 0, ""num_camera"": 11, ""open_monitor"": 1, ""puppet_sin_tiempo"": 0, ""put_mask"": 0, ""right_vent"": 1}",31,1.049058547507172
60,3,69,"{""en_peligro"": 0, ""flashlight"": 0, ""foxy_en_pasillo"": 0, ""hallway"": 0, ""last_action"": 3, ""left_vent"": 0, ""num_camera"": 0, ""open_monitor"": 0, ""puppet_sin_tiempo"": 0, ""put_mask"": 1, ""right_vent"": 1}",20,-5.146878571974926
60,3,69,"{""en_peligro"": 0, ""flashlight"": 0, ""foxy_en_pasillo"": 0, ""hallway"": 0, ""last_action"": 1, ""left_vent"": 0, ""num_camera"": 11, ""open_monitor"": 1, ""puppet_sin_tiempo"": 0, ""put_mask"": 0, ""right_vent"": 1}",36,2.245797424287566
60,-5,70,"{""en_peligro"": 0, ""flashlight"": 0, ""foxy_en_pasillo"": 0, ""hallway"": 0, ""last_action"": 3, ""left_vent"": 0, ""num_camera"": 11, ""open_monitor"": 1, ""puppet_sin_tiempo"": 0, ""put_mask"": 0, ""right_vent"": 1}",31,0.5070962056068852
60,3,70,"{""en_peligro"": 0, ""flashlight"": 0, ""foxy_en_pasillo"": 0, ""hallway"": 0, ""last_action"": 3, ""left_vent"": 0, ""num_camera"": 0, ""open_monitor"": 0, ""puppet_sin_tiempo"": 0, ""put_mask"": 1, ""right_vent"": 1}",20,-4.641003429095929
60,3,70,"{""en_peligro"": 0, ""flashlight"": 0, ""foxy_en_pasillo"": 0, ""hallway"": 0, ""last_action"": 1, ""left_vent"": 0, ""num_camera"": 11, ""open_monitor"": 1, ""puppet_sin_tiempo"": 0, ""put_mask"": 0, ""right_vent"": 1}",36,2.4559655273160637
60,-5,71,"{""en_peligro"": 0, ""flashlight"": 0, ""foxy_en_pasillo"": 0, ""hallway"": 0, ""last_action"": 3, ""left_vent"": 0, ""num_camera"": 11, ""open_monitor"": 1, ""puppet_sin_tiempo"": 0, ""put_mask"": 0, ""right_vent"": 1}",31,-0.01318764261739025
60,3,71,"{""en_peligro"": 0, ""flashlight"": 0, ""foxy_en_pasillo"": 0, ""hallway"": 0, ""last_action"": 3, ""left_vent"": 0, ""num_camera"": 0, ""open_monitor"": 0, ""puppet_sin_tiempo"": 0, ""put_mask"": 1, ""right_vent"": 1}",20,-4.155363291932092
60,3,71,"{""en_peligro"": 0, ""flashlight"": 0, ""foxy_en_pasillo"": 0, ""hallway"": 0, ""last_action"": 1, ""left_vent"": 0, ""num_camera"": 11, ""open_monitor"": 1, ""puppet_sin_tiempo"": 0, ""put_mask"": 0, ""right_vent"": 1}",36,2.6577269062234214
60,-5,72,"{""en_peligro"": 0, ""flashlight"": 0, ""foxy_en_pasillo"": 0, ""hallway"": 0, ""last_action"": 3, ""left_vent"": 0, ""num_camera"": 11, ""open_monitor"": 1, ""puppet_sin_tiempo"": 0, ""put_mask"": 0, ""right_vent"": 1}",31,-0.5126601369126946
60,3,72,"{""en_peligro"": 0, ""flashlight"": 0, ""foxy_en_pasillo"": 0, ""hallway"": 0, ""last_action"": 3, ""left_vent"": 0, ""num_camera"": 0, ""open_monitor"": 0, ""puppet_sin_tiempo"": 0, ""put_mask"": 1, ""right_vent"": 1}",20,-3.6891487602548088
60,3,72,"{""en_peligro"": 0, ""flashlight"": 0, ""foxy_en_pasillo"": 0, ""hallway"": 0, ""last_action"": 1, ""left_vent"": 0, ""num_camera"": 11, ""open_monitor"": 1, ""puppet_sin_tiempo"": 0, ""put_mask"": 0, ""right_vent"": 1}",36,2.851417829974485
60,-5,73,"{""en_peligro"": 0, ""flashlight"": 0, ""foxy_en_pasillo"": 0, ""hallway"": 0, ""last_action"": 3, ""left_vent"": 0, ""num_camera"": 11, ""open_monitor"": 1, ""puppet_sin_tiempo"": 0, ""put_mask"": 0, ""right_vent"": 1}",31,-0.992153731436187
60,3,73,"{""en_peligro"": 0, ""flashlight"": 0, ""foxy_en_pasillo"": 0, ""hallway"": 0, ""last_action"": 3, ""left_vent"": 0, ""num_camera"": 0, ""open_monitor"": 0, ""puppet_sin_tiempo"": 0, ""put_mask"": 1, ""right_vent"": 1}",20,-3.2415828098446164
60,3,73,"{""en_peligro"": 0, ""flashlight"": 0, ""foxy_en_pasillo"": 0, ""hallway"": 0, ""last_action"": 1, ""left_vent"": 0, ""num_camera"": 11, ""open_monitor"": 1, ""puppet_sin_tiempo"": 0, ""put_mask"": 0, ""right_vent"": 1}",36,3.0373611167755055
60,-5,74,"{""en_peligro"": 0, ""flashlight"": 0, ""foxy_en_pasillo"": 0, ""hallway"": 0, ""last_action"": 3, ""left_vent"": 0, ""num_camera"": 11, ""open_monitor"": 1, ""puppet_sin_tiempo"": 0, ""put_mask"": 0, ""right_vent"": 1}",31,-1.4524675821787394
60,-5,75,"{""en_peligro"": 0, ""flashlight"": 0, ""foxy_en_pasillo"": 0, ""hallway"": 0, ""last_action"": 3, ""left_vent"": 0, ""num_camera"": 0, ""open_monitor"": 0, ""puppet_sin_tiempo"": 0, ""put_mask"": 1, ""right_vent"": 1}",20,-3.611919497450832
